X,Y,Elevation
-2061795.0,2713785.0,32767
-2061765.0,2713785.0,32767
-2061735.0,2713785.0,32767
-2061705.0,2713785.0,32767
-2061675.0,2713785.0,32767
-2061645.0,2713785.0,32767
-2061615.0,2713785.0,32767
-2061585.0,2713785.0,32767
-2061555.0,2713785.0,32767
-2061525.0,2713785.0,32767
-2061495.0,2713785.0,32767
-2061465.0,2713785.0,32767
-2061435.0,2713785.0,32767
-2061405.0,2713785.0,32767
-2061375.0,2713785.0,32767
-2061345.0,2713785.0,32767
-2061315.0,2713785.0,32767
-2061285.0,2713785.0,32767
-2061255.0,2713785.0,32767
-2061225.0,2713785.0,32767
-2061195.0,2713785.0,32767
-2061165.0,2713785.0,32767
-2061135.0,2713785.0,32767
-2061105.0,2713785.0,32767
-2061075.0,2713785.0,32767
-2061045.0,2713785.0,32767
-2061015.0,2713785.0,32767
-2060985.0,2713785.0,32767
-2060955.0,2713785.0,32767
-2060925.0,2713785.0,32767
-2060895.0,2713785.0,32767
-2060865.0,2713785.0,32767
-2060835.0,2713785.0,32767
-2060805.0,2713785.0,32767
-2060775.0,2713785.0,32767
-2063295.0,2713755.0,32767
-2063265.0,2713755.0,32767
-2063235.0,2713755.0,32767
-2063205.0,2713755.0,32767
-2063175.0,2713755.0,32767
-2063145.0,2713755.0,32767
-2063115.0,2713755.0,32767
-2063085.0,2713755.0,32767
-2063055.0,2713755.0,32767
-2063025.0,2713755.0,32767
-2062995.0,2713755.0,32767
-2062965.0,2713755.0,32767
-2062935.0,2713755.0,32767
-2062905.0,2713755.0,32767
-2062875.0,2713755.0,505
-2062845.0,2713755.0,517
-2062815.0,2713755.0,531
-2062785.0,2713755.0,543
-2062755.0,2713755.0,556
-2062725.0,2713755.0,563
-2062695.0,2713755.0,563
-2062665.0,2713755.0,561
-2062635.0,2713755.0,559
-2062605.0,2713755.0,560
-2062575.0,2713755.0,566
-2062545.0,2713755.0,567
-2062515.0,2713755.0,559
-2062485.0,2713755.0,552
-2062455.0,2713755.0,555
-2062425.0,2713755.0,567
-2062395.0,2713755.0,576
-2062365.0,2713755.0,583
-2062335.0,2713755.0,590
-2062305.0,2713755.0,592
-2062275.0,2713755.0,591
-2062245.0,2713755.0,595
-2062215.0,2713755.0,602
-2062185.0,2713755.0,607
-2062155.0,2713755.0,610
-2062125.0,2713755.0,611
-2062095.0,2713755.0,611
-2062065.0,2713755.0,612
-2062035.0,2713755.0,614
-2062005.0,2713755.0,615
-2061975.0,2713755.0,616
-2061945.0,2713755.0,616
-2061915.0,2713755.0,614
-2061885.0,2713755.0,606
-2061855.0,2713755.0,599
-2061825.0,2713755.0,32767
-2061795.0,2713755.0,32767
-2061765.0,2713755.0,32767
-2061735.0,2713755.0,32767
-2061705.0,2713755.0,32767
-2061675.0,2713755.0,32767
-2061645.0,2713755.0,32767
-2061615.0,2713755.0,32767
-2061585.0,2713755.0,32767
-2061555.0,2713755.0,32767
-2061525.0,2713755.0,32767
-2061495.0,2713755.0,32767
-2061465.0,2713755.0,32767
-2061435.0,2713755.0,32767
-2061405.0,2713755.0,32767
-2061375.0,2713755.0,32767
-2061345.0,2713755.0,32767
-2061315.0,2713755.0,32767
-2061285.0,2713755.0,32767
-2061255.0,2713755.0,32767
-2061225.0,2713755.0,32767
-2061195.0,2713755.0,32767
-2061165.0,2713755.0,32767
-2061135.0,2713755.0,32767
-2061105.0,2713755.0,32767
-2061075.0,2713755.0,32767
-2061045.0,2713755.0,32767
-2061015.0,2713755.0,32767
-2060985.0,2713755.0,32767
-2060955.0,2713755.0,32767
-2060925.0,2713755.0,32767
-2060895.0,2713755.0,32767
-2060865.0,2713755.0,32767
-2060835.0,2713755.0,32767
-2060805.0,2713755.0,32767
-2060775.0,2713755.0,32767
-2063295.0,2713725.0,32767
-2063265.0,2713725.0,32767
-2063235.0,2713725.0,32767
-2063205.0,2713725.0,32767
-2063175.0,2713725.0,32767
-2063145.0,2713725.0,32767
-2063115.0,2713725.0,32767
-2063085.0,2713725.0,32767
-2063055.0,2713725.0,32767
-2063025.0,2713725.0,32767
-2062995.0,2713725.0,32767
-2062965.0,2713725.0,32767
-2062935.0,2713725.0,32767
-2062905.0,2713725.0,32767
-2062875.0,2713725.0,511
-2062845.0,2713725.0,525
-2062815.0,2713725.0,533
-2062785.0,2713725.0,544
-2062755.0,2713725.0,555
-2062725.0,2713725.0,554
-2062695.0,2713725.0,550
-2062665.0,2713725.0,549
-2062635.0,2713725.0,549
-2062605.0,2713725.0,554
-2062575.0,2713725.0,559
-2062545.0,2713725.0,558
-2062515.0,2713725.0,548
-2062485.0,2713725.0,538
-2062455.0,2713725.0,544
-2062425.0,2713725.0,560
-2062395.0,2713725.0,574
-2062365.0,2713725.0,581
-2062335.0,2713725.0,586
-2062305.0,2713725.0,587
-2062275.0,2713725.0,593
-2062245.0,2713725.0,600
-2062215.0,2713725.0,607
-2062185.0,2713725.0,611
-2062155.0,2713725.0,612
-2062125.0,2713725.0,611
-2062095.0,2713725.0,610
-2062065.0,2713725.0,612
-2062035.0,2713725.0,613
-2062005.0,2713725.0,615
-2061975.0,2713725.0,617
-2061945.0,2713725.0,616
-2061915.0,2713725.0,616
-2061885.0,2713725.0,612
-2061855.0,2713725.0,606
-2061825.0,2713725.0,600
-2061795.0,2713725.0,595
-2061765.0,2713725.0,585
-2061735.0,2713725.0,577
-2061705.0,2713725.0,32767
-2061675.0,2713725.0,32767
-2061645.0,2713725.0,32767
-2061615.0,2713725.0,32767
-2061585.0,2713725.0,32767
-2061555.0,2713725.0,32767
-2061525.0,2713725.0,32767
-2061495.0,2713725.0,32767
-2061465.0,2713725.0,32767
-2061435.0,2713725.0,32767
-2061405.0,2713725.0,32767
-2061375.0,2713725.0,32767
-2061345.0,2713725.0,32767
-2061315.0,2713725.0,32767
-2061285.0,2713725.0,32767
-2061255.0,2713725.0,32767
-2061225.0,2713725.0,32767
-2061195.0,2713725.0,32767
-2061165.0,2713725.0,32767
-2061135.0,2713725.0,32767
-2061105.0,2713725.0,32767
-2061075.0,2713725.0,32767
-2061045.0,2713725.0,32767
-2061015.0,2713725.0,32767
-2060985.0,2713725.0,32767
-2060955.0,2713725.0,32767
-2060925.0,2713725.0,32767
-2060895.0,2713725.0,32767
-2060865.0,2713725.0,32767
-2060835.0,2713725.0,32767
-2060805.0,2713725.0,32767
-2060775.0,2713725.0,32767
-2063295.0,2713695.0,32767
-2063265.0,2713695.0,32767
-2063235.0,2713695.0,32767
-2063205.0,2713695.0,32767
-2063175.0,2713695.0,32767
-2063145.0,2713695.0,32767
-2063115.0,2713695.0,32767
-2063085.0,2713695.0,32767
-2063055.0,2713695.0,32767
-2063025.0,2713695.0,32767
-2062995.0,2713695.0,32767
-2062965.0,2713695.0,32767
-2062935.0,2713695.0,32767
-2062905.0,2713695.0,32767
-2062875.0,2713695.0,514
-2062845.0,2713695.0,527
-2062815.0,2713695.0,534
-2062785.0,2713695.0,542
-2062755.0,2713695.0,548
-2062725.0,2713695.0,543
-2062695.0,2713695.0,538
-2062665.0,2713695.0,539
-2062635.0,2713695.0,539
-2062605.0,2713695.0,545
-2062575.0,2713695.0,548
-2062545.0,2713695.0,546
-2062515.0,2713695.0,536
-2062485.0,2713695.0,530
-2062455.0,2713695.0,546
-2062425.0,2713695.0,564
-2062395.0,2713695.0,577
-2062365.0,2713695.0,580
-2062335.0,2713695.0,582
-2062305.0,2713695.0,587
-2062275.0,2713695.0,594
-2062245.0,2713695.0,602
-2062215.0,2713695.0,608
